parent_id,student_id,parent_name,gender,email,familyIncomeRange,numberOfChildren,occupation,houseOwnership,educationLevel,maritalStatus,location,age,workHoursPerWeek,employmentStatus,transportationMode,internetAccess,qualification,phone_number
parent#13,OGB/2024/12,Kanyinsola Adeola,Male,kanyinsolaadeola@gmail.com,"<#30,000",0,Unemployed,Rent,PhD,Divorced,Rural,55-64,55,Freelance,Trekking,False,Bachelors,+2344080507337
parent#14,OGB/2024/13,Chika Ibrahim,Male,chikaibrahim@gmail.com,"#120, 001 - #200,000",4,Self Employed,Rent,Master's Degree,Divorced,Suburban,older,27,Freelance,Bike,True,Bachelors,+2345354065716
parent#15,OGB/2024/14,Yemi Abubakar,Male,yemiabubakar@gmail.com,"#30,001 - #70,000",0,Self Employed,Rent,Bachelor's Degree,Widowed,Rural,35-44,47,Freelance,Bus,False,Bachelors,+2345754329742
parent#16,OGB/2024/15,Ada Tajudeen,Female,adatajudeen@gmail.com,"#120, 001 - #200,000",2,Self Employed,Rent,High School,Married,Urban,35-44,32,Part-time,Bus,True,Bachelors,+2346181162701
parent#17,OGB/2024/16,Nkechi Adeyemi,Female,nkechiadeyemi@gmail.com,">#200,001",3,Unemployed,Rent,High School,Widowed,Urban,45-54,33,Freelance,Bike,True,Bachelors,+2341620123277
parent#18,OGB/2024/17,Zainab Hassan,Female,zainabhassan@gmail.com,"<#30,000",1,Unemployed,Rent,PhD,Divorced,Urban,25-34,54,Part-time,Car,True,Masters,+2344374115502
parent#19,OGB/2024/18,Chika Aiyegbusi,Male,chikaaiyegbusi@gmail.com,"<#30,000",1,Self Employed,Rent,Master's Degree,Divorced,Rural,35-44,11,Freelance,Car,True,None,+2349026439798
parent#20,OGB/2024/19,Zainab Ezeani,Female,zainabezeani@gmail.com,"#30,001 - #70,000",3,Self Employed,Rent,PhD,Married,Rural,45-54,32,Full-time,Car,False,Diploma,+2347060743623
parent#21,OGB/2024/20,Nkechi Nwodo,Female,nkechinwodo@gmail.com,"#30,001 - #70,000",4,Unemployed,Rent,Associate Degree,Married,Rural,35-44,23,Full-time,Bike,False,Diploma,+2348216895937
parent#22,OGB/2024/21,Temiloluwa Obinna,Male,temiloluwaobinna@gmail.com,"#120, 001 - #200,000",3,Employed,Owned,High School,Divorced,Suburban,55-64,43,Freelance,Trekking,False,Bachelors,+2343727525740
parent#23,OGB/2024/22,Sadiq Hassan,Male,sadiqhassan@gmail.com,">#200,001",4,Self Employed,Owned,Bachelor's Degree,Married,Suburban,25-34,44,Full-time,Bike,False,Masters,+2346183086934
parent#24,OGB/2024/23,Funke Onyekachi,Male,funkeonyekachi@gmail.com,"#30,001 - #70,000",2,Unemployed,Rent,PhD,Widowed,Suburban,older,2,Part-time,Bus,False,Bachelors,+2342516888774
parent#25,OGB/2024/24,Ekene Ojo,Male,ekeneojo@gmail.com,">#200,001",0,Employed,Rent,Associate Degree,Single,Rural,35-44,58,Full-time,Bike,False,Bachelors,+2343844572111
parent#26,OGB/2024/25,Kehinde Onyekachi,Male,kehindeonyekachi@gmail.com,"#120, 001 - #200,000",3,Self Employed,Rent,Bachelor's Degree,Single,Urban,35-44,13,Full-time,Trekking,False,Diploma,+2347399129028
parent#27,OGB/2024/26,Chukwuemeka Onyekachi,Female,chukwuemekaonyekachi@gmail.com,"#30,001 - #70,000",2,Unemployed,Owned,High School,Married,Urban,55-64,6,Full-time,Car,False,Masters,+2349371505482
parent#28,OGB/2024/27,Opeyemi Nwankwo,Male,opeyeminwankwo@gmail.com,"#70, 001 - #120,000",2,Employed,Owned,Associate Degree,Married,Suburban,35-44,29,Part-time,Trekking,False,Bachelors,+2342878836965
parent#29,OGB/2024/28,Opeyemi Hassan,Male,opeyemihassan@gmail.com,"#30,001 - #70,000",0,Employed,Rent,Bachelor's Degree,Single,Suburban,45-54,60,Part-time,Bike,False,Masters,+2342082809647
parent#30,OGB/2024/29,Kanyinsola Chukwuma,Female,kanyinsolachukwuma@gmail.com,"#30,001 - #70,000",0,Employed,Owned,Bachelor's Degree,Single,Urban,45-54,11,Part-time,Trekking,False,PhD,+2347155948235
parent#31,OGB/2024/30,Duru Aiyegbusi,Male,duruaiyegbusi@gmail.com,">#200,001",5,Employed,Rent,Master's Degree,Widowed,Suburban,25-34,57,Part-time,Bus,False,PhD,+2341681203727
parent#32,OGB/2024/31,Nkechi Olaniyi,Female,nkechiolaniyi@gmail.com,"<#30,000",3,Self Employed,Rent,PhD,Widowed,Suburban,25-34,14,Full-time,Bike,True,PhD,+2344580671460
parent#33,OGB/2024/32,Ekene Obinna,Male,ekeneobinna@gmail.com,"#70, 001 - #120,000",5,Unemployed,Owned,Bachelor's Degree,Divorced,Suburban,older,45,Full-time,Car,False,None,+2348508995749
parent#34,OGB/2024/33,Oluwaseun Tajudeen,Male,oluwaseuntajudeen@gmail.com,"#70, 001 - #120,000",3,Self Employed,Rent,Bachelor's Degree,Divorced,Urban,45-54,20,Freelance,Bike,False,Bachelors,+2347546741316
parent#35,OGB/2024/34,Fola Adeola,Male,folaadeola@gmail.com,"<#30,000",1,Unemployed,Rent,PhD,Widowed,Rural,older,4,Freelance,Bike,True,Bachelors,+2346170452916
parent#36,OGB/2024/35,Aderonke Nwankwo,Male,aderonkenwankwo@gmail.com,"#70, 001 - #120,000",2,Self Employed,Owned,Master's Degree,Single,Rural,25-34,45,Part-time,Car,False,Masters,+2342233557289
parent#37,OGB/2024/36,Ijeoma Abiola,Male,ijeomaabiola@gmail.com,"#70, 001 - #120,000",1,Employed,Rent,Bachelor's Degree,Widowed,Suburban,older,13,Part-time,Car,False,PhD,+2346512359350
parent#38,OGB/2024/37,Adebisi Akinyemi,Female,adebisiakinyemi@gmail.com,">#200,001",3,Self Employed,Rent,PhD,Married,Suburban,55-64,31,Freelance,Bus,True,PhD,+2346055434544
parent#39,OGB/2024/38,Yemi Nduka,Female,yeminduka@gmail.com,"<#30,000",1,Self Employed,Rent,PhD,Married,Rural,35-44,13,Freelance,Trekking,False,Bachelors,+2344303059911
parent#40,OGB/2024/39,Fisayo Abubakar,Female,fisayoabubakar@gmail.com,"#120, 001 - #200,000",4,Unemployed,Rent,Associate Degree,Divorced,Rural,55-64,36,Full-time,Car,False,Bachelors,+2349870374607
parent#41,OGB/2024/40,Nkechi Olatunde,Male,nkechiolatunde@gmail.com,"#120, 001 - #200,000",2,Unemployed,Owned,High School,Divorced,Urban,45-54,40,Part-time,Car,False,None,+2347246725242
parent#42,OGB/2024/41,Amina Obadiah,Female,aminaobadiah@gmail.com,"#120, 001 - #200,000",4,Self Employed,Owned,PhD,Married,Urban,25-34,39,Full-time,Bus,False,Bachelors,+2346258396060
parent#43,OGB/2024/42,Ayo Okeke,Male,ayookeke@gmail.com,"#120, 001 - #200,000",4,Employed,Owned,Associate Degree,Single,Urban,older,0,Part-time,Bus,True,Bachelors,+2349005165377
parent#44,OGB/2024/43,Olamide Ogunleye,Female,olamideogunleye@gmail.com,"#70, 001 - #120,000",3,Employed,Rent,High School,Married,Rural,older,2,Freelance,Car,False,None,+2348900454771
parent#45,OGB/2024/44,Chinyere Okeke,Female,chinyereokeke@gmail.com,"#70, 001 - #120,000",4,Unemployed,Owned,Associate Degree,Widowed,Suburban,55-64,59,Freelance,Bus,False,Bachelors,+2349433203404
parent#46,OGB/2024/45,Zainab Tajudeen,Female,zainabtajudeen@gmail.com,">#200,001",3,Self Employed,Owned,Bachelor's Degree,Married,Suburban,35-44,24,Part-time,Bus,True,Masters,+2342158092807
parent#47,OGB/2024/46,Funke Fadeyi,Male,funkefadeyi@gmail.com,"#120, 001 - #200,000",0,Employed,Rent,Associate Degree,Divorced,Suburban,25-34,13,Part-time,Car,True,Masters,+2343063088799
parent#48,OGB/2024/47,Oluwaseun Suleiman,Male,oluwaseunsuleiman@gmail.com,">#200,001",5,Employed,Rent,Bachelor's Degree,Divorced,Suburban,45-54,57,Full-time,Bike,False,Diploma,+2341573321170
parent#49,OGB/2024/48,Kanyinsola Nwankwo,Female,kanyinsolanwankwo@gmail.com,"#70, 001 - #120,000",0,Self Employed,Owned,PhD,Widowed,Urban,45-54,44,Part-time,Bike,False,Diploma,+2344354403023
parent#50,OGB/2024/49,Ololade Ogunyemi,Male,ololadeogunyemi@gmail.com,"<#30,000",5,Employed,Owned,High School,Widowed,Rural,25-34,7,Full-time,Bike,True,Bachelors,+2348066167622
parent#51,OGB/2024/50,Doyin Dada,Female,doyindada@gmail.com,"#30,001 - #70,000",1,Unemployed,Owned,Associate Degree,Married,Urban,55-64,59,Full-time,Car,False,PhD,+2342651765604
parent#52,OGB/2024/51,Temiloluwa Aiyegbusi,Male,temiloluwaaiyegbusi@gmail.com,"#120, 001 - #200,000",0,Unemployed,Owned,PhD,Single,Rural,45-54,18,Full-time,Trekking,False,None,+2341621448128
parent#53,OGB/2024/52,Jumoke Ezeani,Female,jumokeezeani@gmail.com,"#120, 001 - #200,000",1,Employed,Owned,PhD,Divorced,Suburban,25-34,0,Freelance,Bike,False,PhD,+2345719458685
parent#54,OGB/2024/53,Adebisi Okafor,Male,adebisiokafor@gmail.com,"#70, 001 - #120,000",0,Unemployed,Owned,Master's Degree,Married,Urban,55-64,57,Part-time,Car,False,None,+2342733941624
parent#55,OGB/2024/54,Fisayo Chukwuma,Male,fisayochukwuma@gmail.com,"#30,001 - #70,000",0,Self Employed,Owned,Bachelor's Degree,Widowed,Rural,55-64,15,Freelance,Trekking,False,None,+2349860379131
parent#56,OGB/2024/55,Chinonso Adesina,Female,chinonsoadesina@gmail.com,">#200,001",0,Employed,Rent,PhD,Married,Suburban,older,42,Part-time,Trekking,True,Bachelors,+2341460073271
parent#57,OGB/2024/56,Chidera Idowu,Female,chideraidowu@gmail.com,">#200,001",4,Employed,Rent,PhD,Single,Urban,35-44,52,Full-time,Car,True,None,+2349155179392
parent#58,OGB/2024/57,Opeyemi Onyekachi,Male,opeyemionyekachi@gmail.com,"#30,001 - #70,000",2,Employed,Owned,PhD,Divorced,Rural,55-64,58,Full-time,Trekking,False,PhD,+2344959218902
parent#59,OGB/2024/58,Temitope Abiola,Female,temitopeabiola@gmail.com,">#200,001",1,Self Employed,Rent,Bachelor's Degree,Divorced,Suburban,45-54,53,Freelance,Trekking,True,Masters,+2347990142324
parent#60,OGB/2024/59,Nneka Akanbi,Male,nnekaakanbi@gmail.com,"#120, 001 - #200,000",0,Self Employed,Owned,PhD,Single,Rural,35-44,21,Full-time,Bus,False,Bachelors,+2341014477641
parent#61,OGB/2024/60,Ada Ogunyemi,Female,adaogunyemi@gmail.com,"#120, 001 - #200,000",4,Employed,Rent,Master's Degree,Married,Suburban,older,11,Freelance,Car,False,Diploma,+2345117248077
parent#62,OGB/2024/61,Doyin Ojo,Female,doyinojo@gmail.com,"#70, 001 - #120,000",0,Unemployed,Rent,Associate Degree,Divorced,Suburban,25-34,24,Part-time,Bus,True,None,+2347673831101
parent#63,OGB/2024/62,Obiageli Ogunbiyi,Male,obiageliogunbiyi@gmail.com,"#120, 001 - #200,000",2,Self Employed,Rent,Associate Degree,Widowed,Rural,25-34,52,Part-time,Trekking,False,PhD,+2347734298556
parent#64,OGB/2024/63,Bola Kalu,Female,bolakalu@gmail.com,"#70, 001 - #120,000",1,Employed,Rent,High School,Single,Suburban,older,14,Freelance,Bus,True,Masters,+2345301240165
parent#65,OGB/2024/64,Kelechi Ogunyemi,Male,kelechiogunyemi@gmail.com,">#200,001",4,Self Employed,Owned,Associate Degree,Widowed,Rural,older,23,Full-time,Car,True,None,+2341830728880
parent#66,OGB/2024/65,Ngozi Ogunyemi,Female,ngoziogunyemi@gmail.com,"<#30,000",5,Self Employed,Owned,Associate Degree,Divorced,Urban,45-54,58,Part-time,Bike,False,Bachelors,+2348577019017
parent#67,OGB/2024/66,Temitope Olowu,Male,temitopeolowu@gmail.com,"<#30,000",5,Unemployed,Rent,High School,Single,Rural,35-44,53,Freelance,Bus,True,Diploma,+2348750668758
parent#68,OGB/2024/67,Kelechi Abubakar,Female,kelechiabubakar@gmail.com,"<#30,000",3,Employed,Owned,PhD,Divorced,Urban,55-64,25,Part-time,Bus,True,None,+2343517677005
parent#69,OGB/2024/68,Zainab Nwosu,Female,zainabnwosu@gmail.com,"<#30,000",3,Self Employed,Rent,Associate Degree,Married,Rural,55-64,2,Full-time,Car,False,Masters,+2347995844776
parent#70,OGB/2024/69,Aderonke Awojobi,Male,aderonkeawojobi@gmail.com,"<#30,000",3,Self Employed,Rent,Associate Degree,Widowed,Urban,55-64,9,Freelance,Car,True,PhD,+2342532820191
parent#71,OGB/2024/70,Ololade Abubakar,Female,ololadeabubakar@gmail.com,">#200,001",0,Self Employed,Owned,Associate Degree,Single,Rural,25-34,9,Freelance,Car,False,Bachelors,+2346926717770
parent#72,OGB/2024/71,Yemi Chukwuma,Male,yemichukwuma@gmail.com,"#120, 001 - #200,000",1,Employed,Rent,Master's Degree,Divorced,Urban,25-34,38,Part-time,Bus,False,Diploma,+2343682719160
parent#73,OGB/2024/72,Amina Olaniyi,Female,aminaolaniyi@gmail.com,"<#30,000",5,Employed,Rent,High School,Divorced,Rural,45-54,15,Full-time,Trekking,True,PhD,+2344823625005
parent#74,OGB/2024/73,Kehinde Ajibola,Male,kehindeajibola@gmail.com,"#120, 001 - #200,000",more than 5,Unemployed,Rent,Bachelor's Degree,Married,Urban,45-54,39,Part-time,Car,False,Masters,+2342394640559
parent#75,OGB/2024/74,Chinwe Nduka,Female,chinwenduka@gmail.com,">#200,001",5,Employed,Owned,High School,Widowed,Rural,45-54,42,Part-time,Car,False,Diploma,+2348979174969
parent#76,OGB/2024/75,Nnamdi Adeyemi,Male,nnamdiadeyemi@gmail.com,">#200,001",2,Employed,Rent,High School,Single,Urban,older,16,Full-time,Bus,False,Diploma,+2346827758031
parent#77,OGB/2024/76,Bola Kalu,Male,bolakalu@gmail.com,"<#30,000",3,Employed,Rent,Associate Degree,Married,Rural,45-54,56,Freelance,Bus,False,PhD,+2344259564609
parent#78,OGB/2024/77,Bimbo Okwudili,Male,bimbookwudili@gmail.com,"#120, 001 - #200,000",1,Employed,Owned,PhD,Widowed,Suburban,55-64,59,Part-time,Bus,False,None,+2347581977205
parent#79,OGB/2024/78,Bukola Balogun,Female,bukolabalogun@gmail.com,">#200,001",1,Employed,Owned,Master's Degree,Single,Rural,45-54,27,Freelance,Bus,True,PhD,+2343118065477
parent#80,OGB/2024/79,Doyin Balogun,Male,doyinbalogun@gmail.com,">#200,001",more than 5,Self Employed,Owned,Master's Degree,Divorced,Rural,45-54,43,Full-time,Bike,False,PhD,+2343415641122
parent#81,OGB/2024/80,Fisayo Okafor,Female,fisayookafor@gmail.com,"<#30,000",1,Unemployed,Owned,Master's Degree,Divorced,Urban,25-34,36,Part-time,Bike,True,Diploma,+2343962364793
parent#82,OGB/2024/81,Ifeanyichukwu Awojobi,Male,ifeanyichukwuawojobi@gmail.com,"#70, 001 - #120,000",2,Employed,Rent,Bachelor's Degree,Widowed,Urban,25-34,45,Part-time,Trekking,False,Diploma,+2344847969893
parent#83,OGB/2024/82,Bola Dada,Female,boladada@gmail.com,"#120, 001 - #200,000",5,Self Employed,Owned,Bachelor's Degree,Divorced,Rural,25-34,55,Full-time,Trekking,True,Masters,+2346288412270
parent#84,OGB/2024/83,Ugo Ogundipe,Male,ugoogundipe@gmail.com,"#30,001 - #70,000",2,Employed,Rent,PhD,Married,Suburban,55-64,57,Full-time,Car,False,PhD,+2344721810600
parent#85,OGB/2024/84,Funke Akanbi,Male,funkeakanbi@gmail.com,"#30,001 - #70,000",5,Employed,Owned,High School,Single,Suburban,35-44,40,Freelance,Bike,False,PhD,+2346175261010
parent#86,OGB/2024/85,Nkemdilim Obi,Female,nkemdilimobi@gmail.com,"#120, 001 - #200,000",4,Self Employed,Rent,Associate Degree,Single,Suburban,older,19,Full-time,Trekking,True,Masters,+2341311831661
parent#87,OGB/2024/86,Oluwaseun Adeyemi,Male,oluwaseunadeyemi@gmail.com,">#200,001",2,Employed,Owned,PhD,Married,Suburban,55-64,13,Freelance,Car,True,Masters,+2341582918332
parent#88,OGB/2024/87,Kanyinsola Ogunyemi,Male,kanyinsolaogunyemi@gmail.com,"#120, 001 - #200,000",5,Employed,Rent,Master's Degree,Divorced,Rural,35-44,60,Part-time,Trekking,True,Diploma,+2344169790997
parent#89,OGB/2024/88,Ugo Okwudili,Male,ugookwudili@gmail.com,"<#30,000",0,Self Employed,Owned,Master's Degree,Single,Urban,older,56,Part-time,Car,False,Masters,+2346233290778
parent#90,OGB/2024/89,Obiageli Onyekachi,Male,obiagelionyekachi@gmail.com,"#30,001 - #70,000",0,Unemployed,Owned,Master's Degree,Married,Rural,55-64,41,Part-time,Car,False,Masters,+2341415994170
parent#91,OGB/2024/90,Ijeoma Ajibola,Female,ijeomaajibola@gmail.com,"#120, 001 - #200,000",1,Unemployed,Rent,Master's Degree,Divorced,Suburban,45-54,47,Part-time,Bus,False,Bachelors,+2342101472470
parent#92,OGB/2024/91,Yemi Aiyegbusi,Male,yemiaiyegbusi@gmail.com,"<#30,000",4,Unemployed,Rent,Bachelor's Degree,Widowed,Urban,25-34,58,Part-time,Car,False,Bachelors,+2342757235114
parent#93,OGB/2024/92,Obinna Okeke,Female,obinnaokeke@gmail.com,"#70, 001 - #120,000",5,Employed,Owned,Bachelor's Degree,Widowed,Urban,55-64,17,Full-time,Bus,False,Bachelors,+2349552635305
parent#94,OGB/2024/93,Ekene Ojo,Female,ekeneojo@gmail.com,"#120, 001 - #200,000",4,Unemployed,Owned,PhD,Divorced,Rural,older,26,Part-time,Bus,True,None,+2349116635925
parent#95,OGB/2024/94,Bola Okafor,Male,bolaokafor@gmail.com,"#120, 001 - #200,000",3,Unemployed,Owned,Bachelor's Degree,Widowed,Rural,older,44,Freelance,Trekking,False,Bachelors,+2344835847054
parent#96,OGB/2024/95,Opeyemi Okwudili,Male,opeyemiokwudili@gmail.com,"#120, 001 - #200,000",5,Unemployed,Rent,PhD,Widowed,Suburban,older,0,Freelance,Car,True,Masters,+2345696473543
parent#97,OGB/2024/96,Chika Okwudili,Male,chikaokwudili@gmail.com,"<#30,000",2,Employed,Owned,High School,Married,Suburban,55-64,26,Part-time,Bike,False,Bachelors,+2344966690762
parent#98,OGB/2024/97,Chukwuemeka Ibrahim,Male,chukwuemekaibrahim@gmail.com,"#70, 001 - #120,000",more than 5,Unemployed,Rent,PhD,Divorced,Rural,older,52,Freelance,Car,False,Diploma,+2343627549477
parent#99,OGB/2024/98,Chinwe Fadeyi,Female,chinwefadeyi@gmail.com,"#30,001 - #70,000",5,Self Employed,Owned,Associate Degree,Divorced,Rural,older,26,Full-time,Bike,True,Masters,+2342035989065
parent#100,OGB/2024/99,Damilola Nwankwo,Female,damilolanwankwo@gmail.com,">#200,001",1,Employed,Owned,Associate Degree,Divorced,Rural,55-64,24,Part-time,Bus,False,Masters,+2344129590603
parent#101,OGB/2024/100,Chukwuemeka Ajayi,Male,chukwuemekaajayi@gmail.com,"#70, 001 - #120,000",1,Self Employed,Rent,Bachelor's Degree,Divorced,Suburban,25-34,17,Freelance,Trekking,False,Bachelors,+2345261711194
parent#102,OGB/2024/101,Ifeanyichukwu Balogun,Male,ifeanyichukwubalogun@gmail.com,"#70, 001 - #120,000",2,Self Employed,Owned,Associate Degree,Widowed,Urban,older,53,Full-time,Bus,False,PhD,+2348712568483
parent#103,OGB/2024/102,Bimbo Obinna,Male,bimboobinna@gmail.com,"#70, 001 - #120,000",5,Unemployed,Owned,Master's Degree,Single,Suburban,25-34,57,Full-time,Bus,False,PhD,+2349106614502
parent#104,OGB/2024/103,Olamide Okwudili,Male,olamideokwudili@gmail.com,"#70, 001 - #120,000",0,Employed,Rent,PhD,Widowed,Rural,older,12,Freelance,Car,True,PhD,+2341429898519
parent#105,OGB/2024/104,Damilola Adeyemi,Male,damilolaadeyemi@gmail.com,"#120, 001 - #200,000",1,Unemployed,Rent,Master's Degree,Widowed,Suburban,25-34,52,Full-time,Bike,True,None,+2347767471712
parent#106,OGB/2024/105,Chinwe Olatunde,Male,chinweolatunde@gmail.com,"#30,001 - #70,000",1,Unemployed,Rent,Master's Degree,Single,Urban,older,49,Freelance,Bike,True,Masters,+2345295366353
parent#107,OGB/2024/106,Damilola Ogunyemi,Male,damilolaogunyemi@gmail.com,"<#30,000",2,Unemployed,Owned,Bachelor's Degree,Single,Rural,25-34,31,Freelance,Bike,True,Diploma,+2348285892694
parent#108,OGB/2024/107,Uche Abubakar,Female,ucheabubakar@gmail.com,"#120, 001 - #200,000",3,Employed,Rent,High School,Widowed,Suburban,25-34,16,Full-time,Trekking,False,Diploma,+2349309279227
parent#109,OGB/2024/108,Kehinde Chukwuma,Male,kehindechukwuma@gmail.com,"<#30,000",1,Self Employed,Owned,PhD,Divorced,Urban,35-44,38,Part-time,Bus,True,Diploma,+2348530483779
parent#110,OGB/2024/109,Bukola Chukwuma,Male,bukolachukwuma@gmail.com,"<#30,000",0,Self Employed,Owned,Master's Degree,Widowed,Urban,45-54,0,Part-time,Bus,True,Bachelors,+2341705638884
parent#111,OGB/2024/110,Damilola Abiola,Male,damilolaabiola@gmail.com,"<#30,000",5,Unemployed,Owned,Bachelor's Degree,Married,Urban,older,40,Full-time,Bike,True,None,+2344173554352
parent#112,OGB/2024/111,Ayo Obadiah,Male,ayoobadiah@gmail.com,"#30,001 - #70,000",3,Unemployed,Owned,Associate Degree,Married,Suburban,older,44,Part-time,Bike,False,None,+2343455450949
parent#113,OGB/2024/112,Aderonke Ojo,Female,aderonkeojo@gmail.com,"#70, 001 - #120,000",3,Employed,Rent,High School,Widowed,Suburban,55-64,25,Part-time,Bus,True,PhD,+2348160992941
parent#114,OGB/2024/113,Amina Ajayi,Male,aminaajayi@gmail.com,">#200,001",2,Self Employed,Rent,Bachelor's Degree,Divorced,Urban,55-64,2,Part-time,Bike,False,Masters,+2341826972878
parent#115,OGB/2024/114,Damilola Idowu,Male,damilolaidowu@gmail.com,">#200,001",0,Unemployed,Owned,Master's Degree,Married,Suburban,25-34,44,Full-time,Bike,True,Diploma,+2344531811853
parent#116,OGB/2024/115,Ololade Balogun,Male,ololadebalogun@gmail.com,"#70, 001 - #120,000",1,Unemployed,Owned,Bachelor's Degree,Single,Urban,45-54,49,Freelance,Trekking,True,Bachelors,+2349784084995
parent#117,OGB/2024/116,Ijeoma Ogunleye,Female,ijeomaogunleye@gmail.com,"#70, 001 - #120,000",2,Employed,Rent,Master's Degree,Divorced,Rural,55-64,28,Freelance,Car,False,PhD,+2341770480897
parent#118,OGB/2024/117,Adebisi Abubakar,Female,adebisiabubakar@gmail.com,"#30,001 - #70,000",0,Unemployed,Owned,Associate Degree,Divorced,Rural,55-64,8,Part-time,Bike,True,Masters,+2344553129661
parent#119,OGB/2024/118,Duru Adeola,Male,duruadeola@gmail.com,">#200,001",1,Self Employed,Rent,PhD,Divorced,Suburban,older,42,Freelance,Trekking,True,Diploma,+2341848877400
parent#120,OGB/2024/119,Kanyinsola Ogunleye,Female,kanyinsolaogunleye@gmail.com,"#120, 001 - #200,000",5,Self Employed,Rent,PhD,Divorced,Rural,older,44,Part-time,Car,True,Masters,+2346561982502
parent#121,OGB/2024/120,Ada Ajibola,Female,adaajibola@gmail.com,"#30,001 - #70,000",more than 5,Employed,Owned,Associate Degree,Widowed,Suburban,25-34,14,Part-time,Trekking,True,PhD,+2349853109380
parent#122,OGB/2024/121,Obinna Awojobi,Female,obinnaawojobi@gmail.com,">#200,001",more than 5,Employed,Rent,Master's Degree,Widowed,Rural,55-64,4,Part-time,Trekking,True,Bachelors,+2342930446141
parent#123,OGB/2024/122,Doyin Abiola,Male,doyinabiola@gmail.com,"#120, 001 - #200,000",0,Unemployed,Rent,Bachelor's Degree,Married,Rural,55-64,40,Freelance,Bus,False,Bachelors,+2343657065261
parent#124,OGB/2024/123,Obiageli Johnson,Male,obiagelijohnson@gmail.com,"#30,001 - #70,000",4,Unemployed,Rent,Associate Degree,Single,Urban,25-34,7,Part-time,Bus,False,Bachelors,+2341135252403
parent#125,OGB/2024/124,Kehinde Nwankwo,Male,kehindenwankwo@gmail.com,">#200,001",2,Self Employed,Owned,High School,Single,Rural,35-44,7,Part-time,Car,False,PhD,+2344109822170
parent#126,OGB/2024/125,Temitope Uba,Female,temitopeuba@gmail.com,"#120, 001 - #200,000",3,Unemployed,Owned,Associate Degree,Divorced,Suburban,older,10,Freelance,Car,False,Diploma,+2348563835154
parent#127,OGB/2024/126,Chidera Adebayo,Male,chideraadebayo@gmail.com,"<#30,000",4,Employed,Owned,Master's Degree,Widowed,Rural,35-44,57,Part-time,Trekking,True,Masters,+2342854663638
parent#128,OGB/2024/127,Duru Nduka,Male,durunduka@gmail.com,">#200,001",0,Self Employed,Rent,Bachelor's Degree,Widowed,Rural,25-34,50,Full-time,Car,True,Diploma,+2343954581592
